anger,rejection,authority,social_cost,pressure_score,apparent_correction,initial_belief,final_belief
0,0.75,0.5,0.25,0.3125,False,0,0
0,0.75,0.5,0.5,0.36250000000000004,False,0,0
0,0.75,0.5,0.75,0.41250000000000003,False,0,0
0,0.75,0.5,1,0.4625,False,0,0
0,0.75,0.75,0,0.3,False,0,0
0,0.75,0.75,0.25,0.35,False,0,0
0,0.75,0.75,0.5,0.4,False,0,0
0,0.75,0.75,0.75,0.45,False,0,0
0,0.75,0.75,1,0.5,False,0,0
0,0.75,1,0,0.3375,False,0,0
0,0.75,1,0.25,0.3875,False,0,0
0,0.75,1,0.5,0.4375,False,0,0
0,0.75,1,0.75,0.48750000000000004,False,0,0
0,0.75,1,1,0.5375000000000001,False,0,0
0,1,0,0,0.25,False,0,0
0,1,0,0.25,0.3,False,0,0
0,1,0,0.5,0.35,False,0,0
0,1,0,0.75,0.4,False,0,0
0,1,0,1,0.45,False,0,0
0,1,0.25,0,0.2875,False,0,0
0,1,0.25,0.25,0.33749999999999997,False,0,0
0,1,0.25,0.5,0.38749999999999996,False,0,0
0,1,0.25,0.75,0.4375,False,0,0
0,1,0.25,1,0.4875,False,0,0
0,1,0.5,0,0.325,False,0,0
0,1,0.5,0.25,0.375,False,0,0
0,1,0.5,0.5,0.42500000000000004,False,0,0
0,1,0.5,0.75,0.47500000000000003,False,0,0
0,1,0.5,1,0.525,False,0,0
0,1,0.75,0,0.3625,False,0,0
0,1,0.75,0.25,0.4125,False,0,0
0,1,0.75,0.5,0.4625,False,0,0
0,1,0.75,0.75,0.5125,False,0,0
0,1,0.75,1,0.5625,False,0,0
0,1,1,0,0.4,False,0,0
0,1,1,0.25,0.45,False,0,0
0,1,1,0.5,0.5,False,0,0
0,1,1,0.75,0.55,False,0,0
0,1,1,1,0.6000000000000001,True,0,0
0.25,0,0,0,0.1,False,0,0
0.25,0,0,0.25,0.15000000000000002,False,0,0
0.25,0,0,0.5,0.2,False,0,0
0.25,0,0,0.75,0.25,False,0,0
0.25,0,0,1,0.30000000000000004,False,0,0
0.25,0,0.25,0,0.1375,False,0,0
0.25,0,0.25,0.25,0.1875,False,0,0
0.25,0,0.25,0.5,0.23750000000000002,False,0,0
0.25,0,0.25,0.75,0.28750000000000003,False,0,0
0.25,0,0.25,1,0.3375,False,0,0
0.25,0,0.5,0,0.175,False,0,0
0.25,0,0.5,0.25,0.22499999999999998,False,0,0
0.25,0,0.5,0.5,0.275,False,0,0
0.25,0,0.5,0.75,0.325,False,0,0
0.25,0,0.5,1,0.375,False,0,0
0.25,0,0.75,0,0.2125,False,0,0
0.25,0,0.75,0.25,0.2625,False,0,0
0.25,0,0.75,0.5,0.3125,False,0,0
0.25,0,0.75,0.75,0.36250000000000004,False,0,0
0.25,0,0.75,1,0.4125,False,0,0
0.25,0,1,0,0.25,False,0,0
0.25,0,1,0.25,0.3,False,0,0
0.25,0,1,0.5,0.35,False,0,0
0.25,0,1,0.75,0.4,False,0,0
0.25,0,1,1,0.45,False,0,0
0.25,0.25,0,0,0.1625,False,0,0
0.25,0.25,0,0.25,0.21250000000000002,False,0,0
0.25,0.25,0,0.5,0.2625,False,0,0
0.25,0.25,0,0.75,0.3125,False,0,0
0.25,0.25,0,1,0.36250000000000004,False,0,0
0.25,0.25,0.25,0,0.2,False,0,0
0.25,0.25,0.25,0.25,0.25,False,0,0
0.25,0.25,0.25,0.5,0.30000000000000004,False,0,0
0.25,0.25,0.25,0.75,0.35000000000000003,False,0,0
0.25,0.25,0.25,1,0.4,False,0,0
0.25,0.25,0.5,0,0.2375,False,0,0
0.25,0.25,0.5,0.25,0.2875,False,0,0
0.25,0.25,0.5,0.5,0.3375,False,0,0
0.25,0.25,0.5,0.75,0.3875,False,0,0
0.25,0.25,0.5,1,0.4375,False,0,0
0.25,0.25,0.75,0,0.275,False,0,0
0.25,0.25,0.75,0.25,0.325,False,0,0
0.25,0.25,0.75,0.5,0.375,False,0,0
0.25,0.25,0.75,0.75,0.42500000000000004,False,0,0
0.25,0.25,0.75,1,0.47500000000000003,False,0,0
0.25,0.25,1,0,0.3125,False,0,0
0.25,0.25,1,0.25,0.3625,False,0,0
0.25,0.25,1,0.5,0.4125,False,0,0
0.25,0.25,1,0.75,0.4625,False,0,0
0.25,0.25,1,1,0.5125,False,0,0
0.25,0.5,0,0,0.225,False,0,0
0.25,0.5,0,0.25,0.275,False,0,0
0.25,0.5,0,0.5,0.325,False,0,0
0.25,0.5,0,0.75,0.375,False,0,0
0.25,0.5,0,1,0.42500000000000004,False,0,0
0.25,0.5,0.25,0,0.2625,False,0,0
0.25,0.5,0.25,0.25,0.3125,False,0,0
0.25,0.5,0.25,0.5,0.36250000000000004,False,0,0
0.25,0.5,0.25,0.75,0.41250000000000003,False,0,0
0.25,0.5,0.25,1,0.4625,False,0,0
0.25,0.5,0.5,0,0.3,False,0,0
0.25,0.5,0.5,0.25,0.35,False,0,0
0.25,0.5,0.5,0.5,0.4,False,0,0
0.25,0.5,0.5,0.75,0.45,False,0,0
0.25,0.5,0.5,1,0.5,False,0,0
0.25,0.5,0.75,0,0.3375,False,0,0
0.25,0.5,0.75,0.25,0.3875,False,0,0
0.25,0.5,0.75,0.5,0.4375,False,0,0
0.25,0.5,0.75,0.75,0.48750000000000004,False,0,0
0.25,0.5,0.75,1,0.5375000000000001,False,0,0
0.25,0.5,1,0,0.375,False,0,0
0.25,0.5,1,0.25,0.425,False,0,0
0.25,0.5,1,0.5,0.475,False,0,0
0.25,0.5,1,0.75,0.525,False,0,0
0.25,0.5,1,1,0.575,False,0,0
0.25,0.75,0,0,0.2875,False,0,0
0.25,0.75,0,0.25,0.33749999999999997,False,0,0
0.25,0.75,0,0.5,0.38749999999999996,False,0,0
0.25,0.75,0,0.75,0.4375,False,0,0
0.25,0.75,0,1,0.4875,False,0,0
0.25,0.75,0.25,0,0.32499999999999996,False,0,0
0.25,0.75,0.25,0.25,0.37499999999999994,False,0,0
0.25,0.75,0.25,0.5,0.42499999999999993,False,0,0
0.25,0.75,0.25,0.75,0.475,False,0,0
0.25,0.75,0.25,1,0.5249999999999999,False,0,0
0.25,0.75,0.5,0,0.3625,False,0,0
0.25,0.75,0.5,0.25,0.4125,False,0,0
0.25,0.75,0.5,0.5,0.4625,False,0,0
0.25,0.75,0.5,0.75,0.5125,False,0,0
0.25,0.75,0.5,1,0.5625,False,0,0
0.25,0.75,0.75,0,0.39999999999999997,False,0,0
0.25,0.75,0.75,0.25,0.44999999999999996,False,0,0
0.25,0.75,0.75,0.5,0.5,False,0,0
0.25,0.75,0.75,0.75,0.55,False,0,0
0.25,0.75,0.75,1,0.6,True,0,0
0.25,0.75,1,0,0.4375,False,0,0
0.25,0.75,1,0.25,0.4875,False,0,0
0.25,0.75,1,0.5,0.5375,False,0,0
0.25,0.75,1,0.75,0.5875,False,0,0
0.25,0.75,1,1,0.6375,True,0,0
0.25,1,0,0,0.35,False,0,0
0.25,1,0,0.25,0.39999999999999997,False,0,0
0.25,1,0,0.5,0.44999999999999996,False,0,0
0.25,1,0,0.75,0.5,False,0,0
0.25,1,0,1,0.55,False,0,0
0.25,1,0.25,0,0.38749999999999996,False,0,0
0.25,1,0.25,0.25,0.43749999999999994,False,0,0
0.25,1,0.25,0.5,0.48749999999999993,False,0,0
0.25,1,0.25,0.75,0.5375,False,0,0
0.25,1,0.25,1,0.5874999999999999,False,0,0
0.25,1,0.5,0,0.425,False,0,0
0.25,1,0.5,0.25,0.475,False,0,0
0.25,1,0.5,0.5,0.525,False,0,0
0.25,1,0.5,0.75,0.575,False,0,0
0.25,1,0.5,1,0.625,True,0,0
0.25,1,0.75,0,0.46249999999999997,False,0,0
0.25,1,0.75,0.25,0.5125,False,0,0
0.25,1,0.75,0.5,0.5625,False,0,0
0.25,1,0.75,0.75,0.6125,True,0,0
0.25,1,0.75,1,0.6625,True,0,0
0.25,1,1,0,0.5,False,0,0
0.25,1,1,0.25,0.55,False,0,0
0.25,1,1,0.5,0.6,True,0,0
0.25,1,1,0.75,0.65,True,0,0
0.25,1,1,1,0.7,True,0,0
0.5,0,0,0,0.2,False,0,0
0.5,0,0,0.25,0.25,False,0,0
0.5,0,0,0.5,0.30000000000000004,False,0,0
0.5,0,0,0.75,0.35000000000000003,False,0,0
0.5,0,0,1,0.4,False,0,0
0.5,0,0.25,0,0.23750000000000002,False,0,0
0.5,0,0.25,0.25,0.28750000000000003,False,0,0
0.5,0,0.25,0.5,0.3375,False,0,0
0.5,0,0.25,0.75,0.38750000000000007,False,0,0
0.5,0,0.25,1,0.4375,False,0,0
0.5,0,0.5,0,0.275,False,0,0
0.5,0,0.5,0.25,0.325,False,0,0
0.5,0,0.5,0.5,0.375,False,0,0
0.5,0,0.5,0.75,0.42500000000000004,False,0,0
0.5,0,0.5,1,0.47500000000000003,False,0,0
0.5,0,0.75,0,0.3125,False,0,0
0.5,0,0.75,0.25,0.3625,False,0,0
0.5,0,0.75,0.5,0.4125,False,0,0
0.5,0,0.75,0.75,0.4625,False,0,0
0.5,0,0.75,1,0.5125,False,0,0
0.5,0,1,0,0.35,False,0,0
0.5,0,1,0.25,0.39999999999999997,False,0,0
0.5,0,1,0.5,0.44999999999999996,False,0,0
0.5,0,1,0.75,0.5,False,0,0
0.5,0,1,1,0.55,False,0,0
0.5,0.25,0,0,0.2625,False,0,0
0.5,0.25,0,0.25,0.3125,False,0,0
0.5,0.25,0,0.5,0.36250000000000004,False,0,0
0.5,0.25,0,0.75,0.41250000000000003,False,0,0
0.5,0.25,0,1,0.4625,False,0,0
0.5,0.25,0.25,0,0.3,False,0,0
0.5,0.25,0.25,0.25,0.35,False,0,0
0.5,0.25,0.25,0.5,0.4,False,0,0
0.5,0.25,0.25,0.75,0.45,False,0,0
0.5,0.25,0.25,1,0.5,False,0,0
0.5,0.25,0.5,0,0.3375,False,0,0
0.5,0.25,0.5,0.25,0.3875,False,0,0
0.5,0.25,0.5,0.5,0.4375,False,0,0
0.5,0.25,0.5,0.75,0.48750000000000004,False,0,0
0.5,0.25,0.5,1,0.5375000000000001,False,0,0
0.5,0.25,0.75,0,0.375,False,0,0
0.5,0.25,0.75,0.25,0.425,False,0,0
0.5,0.25,0.75,0.5,0.475,False,0,0
0.5,0.25,0.75,0.75,0.525,False,0,0
0.5,0.25,0.75,1,0.575,False,0,0
0.5,0.25,1,0,0.4125,False,0,0
0.5,0.25,1,0.25,0.46249999999999997,False,0,0
0.5,0.25,1,0.5,0.5125,False,0,0
0.5,0.25,1,0.75,0.5625,False,0,0
0.5,0.25,1,1,0.6125,True,0,0
0.5,0.5,0,0,0.325,False,0,0
0.5,0.5,0,0.25,0.375,False,0,0
0.5,0.5,0,0.5,0.42500000000000004,False,0,0
0.5,0.5,0,0.75,0.47500000000000003,False,0,0
0.5,0.5,0,1,0.525,False,0,0
0.5,0.5,0.25,0,0.3625,False,0,0
0.5,0.5,0.25,0.25,0.4125,False,0,0
0.5,0.5,0.25,0.5,0.4625,False,0,0
0.5,0.5,0.25,0.75,0.5125,False,0,0
0.5,0.5,0.25,1,0.5625,False,0,0
0.5,0.5,0.5,0,0.4,False,0,0
0.5,0.5,0.5,0.25,0.45,False,0,0
0.5,0.5,0.5,0.5,0.5,False,0,0
0.5,0.5,0.5,0.75,0.55,False,0,0
0.5,0.5,0.5,1,0.6000000000000001,True,0,0
0.5,0.5,0.75,0,0.4375,False,0,0
0.5,0.5,0.75,0.25,0.4875,False,0,0
0.5,0.5,0.75,0.5,0.5375,False,0,0
0.5,0.5,0.75,0.75,0.5875,False,0,0
0.5,0.5,0.75,1,0.6375,True,0,0
0.5,0.5,1,0,0.475,False,0,0
0.5,0.5,1,0.25,0.525,False,0,0
0.5,0.5,1,0.5,0.575,False,0,0
0.5,0.5,1,0.75,0.625,True,0,0
0.5,0.5,1,1,0.675,True,0,0
0.5,0.75,0,0,0.3875,False,0,0
0.5,0.75,0,0.25,0.4375,False,0,0
0.5,0.75,0,0.5,0.48750000000000004,False,0,0
0.5,0.75,0,0.75,0.5375000000000001,False,0,0
0.5,0.75,0,1,0.5875,False,0,0
0.5,0.75,0.25,0,0.425,False,0,0
0.5,0.75,0.25,0.25,0.475,False,0,0
0.5,0.75,0.25,0.5,0.525,False,0,0
0.5,0.75,0.25,0.75,0.575,False,0,0
0.5,0.75,0.25,1,0.625,True,0,0
0.5,0.75,0.5,0,0.4625,False,0,0
0.5,0.75,0.5,0.25,0.5125000000000001,False,0,0
0.5,0.75,0.5,0.5,0.5625,False,0,0
0.5,0.75,0.5,0.75,0.6125,True,0,0
0.5,0.75,0.5,1,0.6625000000000001,True,0,0
0.5,0.75,0.75,0,0.5,False,0,0
0.5,0.75,0.75,0.25,0.55,False,0,0
0.5,0.75,0.75,0.5,0.6,True,0,0
0.5,0.75,0.75,0.75,0.65,True,0,0
0.5,0.75,0.75,1,0.7,True,0,0
0.5,0.75,1,0,0.5375,False,0,0
0.5,0.75,1,0.25,0.5875,False,0,0
0.5,0.75,1,0.5,0.6375,True,0,0
0.5,0.75,1,0.75,0.6875,True,0,0
0.5,0.75,1,1,0.7375,True,0,0
0.5,1,0,0,0.45,False,0,0
0.5,1,0,0.25,0.5,False,0,0
0.5,1,0,0.5,0.55,False,0,0
0.5,1,0,0.75,0.6000000000000001,True,0,0
0.5,1,0,1,0.65,True,0,0
0.5,1,0.25,0,0.4875,False,0,0
0.5,1,0.25,0.25,0.5375,False,0,0
0.5,1,0.25,0.5,0.5875,False,0,0
0.5,1,0.25,0.75,0.6375,True,0,0
0.5,1,0.25,1,0.6875,True,0,0
0.5,1,0.5,0,0.525,False,0,0
0.5,1,0.5,0.25,0.5750000000000001,False,0,0
0.5,1,0.5,0.5,0.625,True,0,0
0.5,1,0.5,0.75,0.675,True,0,0
0.5,1,0.5,1,0.7250000000000001,True,0,0
0.5,1,0.75,0,0.5625,False,0,0
0.5,1,0.75,0.25,0.6125,True,0,0
0.5,1,0.75,0.5,0.6625,True,0,0
0.5,1,0.75,0.75,0.7125,True,0,0
0.5,1,0.75,1,0.7625,True,0,0
0.5,1,1,0,0.6,True,0,0
0.5,1,1,0.25,0.65,True,0,0
0.5,1,1,0.5,0.7,True,0,0
0.5,1,1,0.75,0.75,True,0,0
0.5,1,1,1,0.8,True,0,0
0.75,0,0,0,0.30000000000000004,False,0,0
0.75,0,0,0.25,0.35000000000000003,False,0,0
0.75,0,0,0.5,0.4,False,0,0
0.75,0,0,0.75,0.45000000000000007,False,0,0
0.75,0,0,1,0.5,False,0,0
0.75,0,0.25,0,0.3375,False,0,0
0.75,0,0.25,0.25,0.3875,False,0,0
0.75,0,0.25,0.5,0.4375,False,0,0
0.75,0,0.25,0.75,0.48750000000000004,False,0,0
0.75,0,0.25,1,0.5375000000000001,False,0,0
0.75,0,0.5,0,0.37500000000000006,False,0,0
0.75,0,0.5,0.25,0.42500000000000004,False,0,0
0.75,0,0.5,0.5,0.4750000000000001,False,0,0
0.75,0,0.5,0.75,0.5250000000000001,False,0,0
0.75,0,0.5,1,0.5750000000000001,False,0,0
0.75,0,0.75,0,0.41250000000000003,False,0,0
0.75,0,0.75,0.25,0.4625,False,0,0
0.75,0,0.75,0.5,0.5125000000000001,False,0,0
0.75,0,0.75,0.75,0.5625,False,0,0
0.75,0,0.75,1,0.6125,True,0,0
0.75,0,1,0,0.45000000000000007,False,0,0
0.75,0,1,0.25,0.5000000000000001,False,0,0
0.75,0,1,0.5,0.55,False,0,0
0.75,0,1,0.75,0.6000000000000001,True,0,0
0.75,0,1,1,0.6500000000000001,True,0,0
0.75,0.25,0,0,0.36250000000000004,False,0,0
0.75,0.25,0,0.25,0.41250000000000003,False,0,0
0.75,0.25,0,0.5,0.4625,False,0,0
0.75,0.25,0,0.75,0.5125000000000001,False,0,0
0.75,0.25,0,1,0.5625,False,0,0
0.75,0.25,0.25,0,0.4,False,0,0
0.75,0.25,0.25,0.25,0.45,False,0,0
0.75,0.25,0.25,0.5,0.5,False,0,0
0.75,0.25,0.25,0.75,0.55,False,0,0
0.75,0.25,0.25,1,0.6000000000000001,True,0,0
0.75,0.25,0.5,0,0.43750000000000006,False,0,0
0.75,0.25,0.5,0.25,0.48750000000000004,False,0,0
0.75,0.25,0.5,0.5,0.5375000000000001,False,0,0
0.75,0.25,0.5,0.75,0.5875000000000001,False,0,0
0.75,0.25,0.5,1,0.6375000000000001,True,0,0
0.75,0.25,0.75,0,0.47500000000000003,False,0,0
0.75,0.25,0.75,0.25,0.525,False,0,0
0.75,0.25,0.75,0.5,0.5750000000000001,False,0,0
0.75,0.25,0.75,0.75,0.625,True,0,0
0.75,0.25,0.75,1,0.675,True,0,0
0.75,0.25,1,0,0.5125000000000001,False,0,0
0.75,0.25,1,0.25,0.5625000000000001,False,0,0
0.75,0.25,1,0.5,0.6125,True,0,0
0.75,0.25,1,0.75,0.6625000000000001,True,0,0
0.75,0.25,1,1,0.7125000000000001,True,0,0
0.75,0.5,0,0,0.42500000000000004,False,0,0
0.75,0.5,0,0.25,0.47500000000000003,False,0,0
0.75,0.5,0,0.5,0.525,False,0,0
0.75,0.5,0,0.75,0.5750000000000001,False,0,0
0.75,0.5,0,1,0.625,True,0,0
0.75,0.5,0.25,0,0.4625,False,0,0
0.75,0.5,0.25,0.25,0.5125000000000001,False,0,0
0.75,0.5,0.25,0.5,0.5625,False,0,0
0.75,0.5,0.25,0.75,0.6125,True,0,0
0.75,0.5,0.25,1,0.6625000000000001,True,0,0
0.75,0.5,0.5,0,0.5,False,0,0
0.75,0.5,0.5,0.25,0.55,False,0,0
0.75,0.5,0.5,0.5,0.6,True,0,0
0.75,0.5,0.5,0.75,0.65,True,0,0
0.75,0.5,0.5,1,0.7,True,0,0
0.75,0.5,0.75,0,0.5375000000000001,False,0,0
0.75,0.5,0.75,0.25,0.5875000000000001,False,0,0
0.75,0.5,0.75,0.5,0.6375000000000001,True,0,0
0.75,0.5,0.75,0.75,0.6875000000000001,True,0,0
0.75,0.5,0.75,1,0.7375,True,0,0
0.75,0.5,1,0,0.5750000000000001,False,0,0
0.75,0.5,1,0.25,0.6250000000000001,True,0,0
0.75,0.5,1,0.5,0.675,True,0,0
0.75,0.5,1,0.75,0.7250000000000001,True,0,0
0.75,0.5,1,1,0.7750000000000001,True,0,0
0.75,0.75,0,0,0.48750000000000004,False,0,0
0.75,0.75,0,0.25,0.5375000000000001,False,0,0
0.75,0.75,0,0.5,0.5875,False,0,0
0.75,0.75,0,0.75,0.6375000000000001,True,0,0
0.75,0.75,0,1,0.6875,True,0,0
0.75,0.75,0.25,0,0.525,False,0,0
0.75,0.75,0.25,0.25,0.5750000000000001,False,0,0
0.75,0.75,0.25,0.5,0.625,True,0,0
0.75,0.75,0.25,0.75,0.675,True,0,0
0.75,0.75,0.25,1,0.7250000000000001,True,0,0
0.75,0.75,0.5,0,0.5625,False,0,0
0.75,0.75,0.5,0.25,0.6125,True,0,0
0.75,0.75,0.5,0.5,0.6625,True,0,0
0.75,0.75,0.5,0.75,0.7125,True,0,0
0.75,0.75,0.5,1,0.7625,True,0,0
0.75,0.75,0.75,0,0.6000000000000001,True,0,0
0.75,0.75,0.75,0.25,0.6500000000000001,True,0,0
0.75,0.75,0.75,0.5,0.7000000000000001,True,0,0
0.75,0.75,0.75,0.75,0.7500000000000001,True,0,0
0.75,0.75,0.75,1,0.8,True,0,0
0.75,0.75,1,0,0.6375000000000001,True,0,0
0.75,0.75,1,0.25,0.6875000000000001,True,0,0
0.75,0.75,1,0.5,0.7375,True,0,0
0.75,0.75,1,0.75,0.7875000000000001,True,0,0
0.75,0.75,1,1,0.8375000000000001,True,0,0
0.75,1,0,0,0.55,False,0,0
0.75,1,0,0.25,0.6000000000000001,True,0,0
0.75,1,0,0.5,0.65,True,0,0
0.75,1,0,0.75,0.7000000000000001,True,0,0
0.75,1,0,1,0.75,True,0,0
0.75,1,0.25,0,0.5875,False,0,0
0.75,1,0.25,0.25,0.6375000000000001,True,0,0
0.75,1,0.25,0.5,0.6875,True,0,0
0.75,1,0.25,0.75,0.7375,True,0,0
0.75,1,0.25,1,0.7875000000000001,True,0,0
0.75,1,0.5,0,0.625,True,0,0
0.75,1,0.5,0.25,0.675,True,0,0
0.75,1,0.5,0.5,0.725,True,0,0
0.75,1,0.5,0.75,0.775,True,0,0
0.75,1,0.5,1,0.825,True,0,0
0.75,1,0.75,0,0.6625000000000001,True,0,0
0.75,1,0.75,0.25,0.7125000000000001,True,0,0
0.75,1,0.75,0.5,0.7625000000000001,True,0,0
0.75,1,0.75,0.75,0.8125000000000001,True,0,0
0.75,1,0.75,1,0.8625,True,0,0
0.75,1,1,0,0.7000000000000001,True,0,0
0.75,1,1,0.25,0.7500000000000001,True,0,0
0.75,1,1,0.5,0.8,True,0,0
0.75,1,1,0.75,0.8500000000000001,True,0,0
0.75,1,1,1,0.9000000000000001,True,0,0
1,0,0,0,0.4,False,0,0
1,0,0,0.25,0.45,False,0,0
1,0,0,0.5,0.5,False,0,0
1,0,0,0.75,0.55,False,0,0
1,0,0,1,0.6000000000000001,True,0,0
1,0,0.25,0,0.4375,False,0,0
1,0,0.25,0.25,0.4875,False,0,0
1,0,0.25,0.5,0.5375,False,0,0
1,0,0.25,0.75,0.5875,False,0,0
1,0,0.25,1,0.6375,True,0,0
1,0,0.5,0,0.47500000000000003,False,0,0
1,0,0.5,0.25,0.525,False,0,0
1,0,0.5,0.5,0.5750000000000001,False,0,0
1,0,0.5,0.75,0.625,True,0,0
1,0,0.5,1,0.675,True,0,0
1,0,0.75,0,0.5125,False,0,0
1,0,0.75,0.25,0.5625,False,0,0
1,0,0.75,0.5,0.6124999999999999,True,0,0
1,0,0.75,0.75,0.6625,True,0,0
1,0,0.75,1,0.7124999999999999,True,0,0
1,0,1,0,0.55,False,0,0
1,0,1,0.25,0.6000000000000001,True,0,0
1,0,1,0.5,0.65,True,0,0
1,0,1,0.75,0.7000000000000001,True,0,0
1,0,1,1,0.75,True,0,0
1,0.25,0,0,0.4625,False,0,0
1,0.25,0,0.25,0.5125000000000001,False,0,0
1,0.25,0,0.5,0.5625,False,0,0
1,0.25,0,0.75,0.6125,True,0,0
1,0.25,0,1,0.6625000000000001,True,0,0
1,0.25,0.25,0,0.5,False,0,0
1,0.25,0.25,0.25,0.55,False,0,0
1,0.25,0.25,0.5,0.6,True,0,0
1,0.25,0.25,0.75,0.65,True,0,0
1,0.25,0.25,1,0.7,True,0,0
1,0.25,0.5,0,0.5375,False,0,0
1,0.25,0.5,0.25,0.5875,False,0,0
1,0.25,0.5,0.5,0.6375,True,0,0
1,0.25,0.5,0.75,0.6875,True,0,0
1,0.25,0.5,1,0.7375,True,0,0
1,0.25,0.75,0,0.575,False,0,0
1,0.25,0.75,0.25,0.625,True,0,0
1,0.25,0.75,0.5,0.6749999999999999,True,0,0
1,0.25,0.75,0.75,0.725,True,0,0
1,0.25,0.75,1,0.7749999999999999,True,0,0
1,0.25,1,0,0.6125,True,0,0
1,0.25,1,0.25,0.6625000000000001,True,0,0
1,0.25,1,0.5,0.7125,True,0,0
1,0.25,1,0.75,0.7625000000000001,True,0,0
1,0.25,1,1,0.8125,True,0,0
1,0.5,0,0,0.525,False,0,0
1,0.5,0,0.25,0.5750000000000001,False,0,0
1,0.5,0,0.5,0.625,True,0,0
1,0.5,0,0.75,0.675,True,0,0
1,0.5,0,1,0.7250000000000001,True,0,0
1,0.5,0.25,0,0.5625,False,0,0
1,0.5,0.25,0.25,0.6125,True,0,0
1,0.5,0.25,0.5,0.6625,True,0,0
1,0.5,0.25,0.75,0.7125,True,0,0
1,0.5,0.25,1,0.7625,True,0,0
1,0.5,0.5,0,0.6,True,0,0
